,title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,links_rel,links_type,links_href,link,published,published_parsed,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,id,guidislink,source
1,Amberdata adds support for Stellar Network in its Blockchain and Cryptoasset Data Platform,text/plain,,http://www.prweb.com/rss2/daily.xml,Amberdata adds support for Stellar Network in its Blockchain and Cryptoasset Data Platform,alternate,text/html,https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm,https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Amberdata platform and APIs launched support for Stellar Network.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm"" rel=""nofollow"">https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Amberdata platform and APIs launched support for Stellar Network.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm"" rel=""nofollow"">https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm</a></p>",https://www.prweb.com/releases/amberdata_adds_support_for_stellar_network_in_its_blockchain_and_cryptoasset_data_platform/prweb16698254.htm,False,prweb
37,Learning Explorer by Lesson Planet Named 2019 The Tech Tech Edvocate Awards Finalist,text/plain,,http://www.prweb.com/rss2/daily.xml,Learning Explorer by Lesson Planet Named 2019 The Tech Tech Edvocate Awards Finalist,alternate,text/html,https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm,https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Learning Explorer earns Edvocate Finalist Award for Best Lesson Planning App or Tool</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm"" rel=""nofollow"">https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Learning Explorer earns Edvocate Finalist Award for Best Lesson Planning App or Tool</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm"" rel=""nofollow"">https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm</a></p>",https://www.prweb.com/releases/learning_explorer_by_lesson_planet_named_2019_the_tech_tech_edvocate_awards_finalist/prweb16657659.htm,False,prweb
9,New Facility Expansion: Healthpointe’s Colton Medical Office,text/plain,,http://www.prweb.com/rss2/daily.xml,New Facility Expansion: Healthpointe’s Colton Medical Office,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/01/16693178/tN_81445_NewsImage_vcsPRAsset_2745576_81445_399e376f-0bbe-4816-8b6a-927149ff84a3_0.png,https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Healthpointe&#39;s Colton medical clinic has long been one of our busiest offices, and in order to maintain our high-quality patient care, we have expanded our clinic to include more exam rooms, new check-out stations, and more!</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm"" rel=""nofollow"">https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Healthpointe&#39;s Colton medical clinic has long been one of our busiest offices, and in order to maintain our high-quality patient care, we have expanded our clinic to include more exam rooms, new check-out stations, and more!</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm"" rel=""nofollow"">https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm</a></p>",https://www.prweb.com/releases/new_facility_expansion_healthpointes_colton_medical_office/prweb16693178.htm,False,prweb
11,"Mo Rocca brings his MOBITURARIES to The Henry Ford, December 9th, 2019",text/plain,,http://www.prweb.com/rss2/daily.xml,"Mo Rocca brings his MOBITURARIES to The Henry Ford, December 9th, 2019",alternate,text/html,https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm,https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Tickets on sale now for evening lecture in Henry Ford Museum of American Innovation</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm"" rel=""nofollow"">https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Tickets on sale now for evening lecture in Henry Ford Museum of American Innovation</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm"" rel=""nofollow"">https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm</a></p>",https://www.prweb.com/releases/mo_rocca_brings_his_mobituraries_to_the_henry_ford_december_9th_2019/prweb16687641.htm,False,prweb
2,"Veteran Summit to Host Hiring Expo and Free Suns Game for Service Members, Veterans and their Spouses",text/plain,,http://www.prweb.com/rss2/daily.xml,"Veteran Summit to Host Hiring Expo and Free Suns Game for Service Members, Veterans and their Spouses",alternate,text/html,https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm,https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The HeroZona Foundation, Phoenix Suns and U.S. Chamber of Commerce Foundation’s Hiring Our Heroes Partner for Event</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm"" rel=""nofollow"">https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The HeroZona Foundation, Phoenix Suns and U.S. Chamber of Commerce Foundation’s Hiring Our Heroes Partner for Event</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm"" rel=""nofollow"">https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm</a></p>",https://www.prweb.com/releases/veteran_summit_to_host_hiring_expo_and_free_suns_game_for_service_members_veterans_and_their_spouses/prweb16698247.htm,False,prweb
8,"Simon Hall CEO of 5xThinking Launches eCommerce, Digital and Tech Due Diligence Practice",text/plain,,http://www.prweb.com/rss2/daily.xml,"Simon Hall CEO of 5xThinking Launches eCommerce, Digital and Tech Due Diligence Practice",alternate,text/html,https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm,https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm,"Tue, 05 Nov 2019 11:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Launch will revolutionise how Private Equity and Venture Capital invest in digital companies.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm"" rel=""nofollow"">https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Launch will revolutionise how Private Equity and Venture Capital invest in digital companies.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm"" rel=""nofollow"">https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm</a></p>",https://www.prweb.com/releases/simon_hall_ceo_of_5xthinking_launches_ecommerce_digital_and_tech_due_diligence_practice/prweb16695345.htm,False,prweb
18,Capital & Main Announces Groundbreaking Yearlong Series On Inequality and the 2020 Election,text/plain,,http://www.prweb.com/rss2/daily.xml,Capital & Main Announces Groundbreaking Yearlong Series On Inequality and the 2020 Election,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16698368/tN_107954_CapandMainlogo.png,https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm,"Tue, 05 Nov 2019 10:05:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=5, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The award-winning nonprofit publication Capital &amp; Main announces a 12-month series on inequality in America, exactly a year before the 2020 Presidential election.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm"" rel=""nofollow"">https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The award-winning nonprofit publication Capital &amp; Main announces a 12-month series on inequality in America, exactly a year before the 2020 Presidential election.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm"" rel=""nofollow"">https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm</a></p>",https://www.prweb.com/releases/capital_main_announces_groundbreaking_yearlong_series_on_inequality_and_the_2020_election/prweb16698368.htm,False,prweb
15,"A Place at Home Opens its 10th Location in Allen, Texas",text/plain,,http://www.prweb.com/rss2/daily.xml,"A Place at Home Opens its 10th Location in Allen, Texas",enclosure,text/html,//ww1.prweb.com/prfiles/2019/10/23/16672069/tN_169036_NewsImage_vcsPRAsset_1772247_169036_c0d66434-5d89-41e7-898e-6cc56b71a259_0.png,https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm,"Tue, 05 Nov 2019 10:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Innovative senior care company continues to expand.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm"" rel=""nofollow"">https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Innovative senior care company continues to expand.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm"" rel=""nofollow"">https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm</a></p>",https://www.prweb.com/releases/a_place_at_home_opens_its_10th_location_in_allen_texas/prweb16672069.htm,False,prweb
16,National Institutes of Health grant to fund research on noise attenuation technology,text/plain,,http://www.prweb.com/rss2/daily.xml,National Institutes of Health grant to fund research on noise attenuation technology,enclosure,text/html,//ww1.prweb.com/prfiles/2019/10/23/16670142/tN_92890_Invictus.png,https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm,"Tue, 05 Nov 2019 10:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Supports Invictus Medical’s development of critical NICU advancement</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm"" rel=""nofollow"">https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Supports Invictus Medical’s development of critical NICU advancement</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm"" rel=""nofollow"">https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm</a></p>",https://www.prweb.com/releases/national_institutes_of_health_grant_to_fund_research_on_noise_attenuation_technology/prweb16670142.htm,False,prweb
10,Turks and Caicos Real Estate Experts See Increasing Trend in Investing in Lifestyle,text/plain,,http://www.prweb.com/rss2/daily.xml,Turks and Caicos Real Estate Experts See Increasing Trend in Investing in Lifestyle,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/01/16693163/tN_147370_NewsImage_vcsPRAsset_1406393_147370_88919716-ef67-413b-be44-6dc94195a237_0.png,https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm,"Tue, 05 Nov 2019 10:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Turks and Caicos to become most popular real estate market within the Caribbean region</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm"" rel=""nofollow"">https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Turks and Caicos to become most popular real estate market within the Caribbean region</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm"" rel=""nofollow"">https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm</a></p>",https://www.prweb.com/releases/turks_and_caicos_real_estate_experts_see_increasing_trend_in_investing_in_lifestyle/prweb16693163.htm,False,prweb
21,RE/MAX Realtor Ben Henrikson Ensuring Kids in Need not Forgotten at Christmas,text/plain,,http://www.prweb.com/rss2/daily.xml,RE/MAX Realtor Ben Henrikson Ensuring Kids in Need not Forgotten at Christmas,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16698162/tN_143484_NewsImage_vcsPRAsset_1090133_143484_39808e14-94b8-41ac-9965-e06adcbe862c_0.png,https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm,"Tue, 05 Nov 2019 10:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Illinois Realtor Ben Henrikson, of RE/MAX Horizon, spearheads holiday toy donation drive for Toys for Tots.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm"" rel=""nofollow"">https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Illinois Realtor Ben Henrikson, of RE/MAX Horizon, spearheads holiday toy donation drive for Toys for Tots.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm"" rel=""nofollow"">https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm</a></p>",https://www.prweb.com/releases/re_max_realtor_ben_henrikson_ensuring_kids_in_need_not_forgotten_at_christmas/prweb16698162.htm,False,prweb
23,Colorado Realtor Cory Schwab Shares Top Tips on Maximizing Rental Property Returns,text/plain,,http://www.prweb.com/rss2/daily.xml,Colorado Realtor Cory Schwab Shares Top Tips on Maximizing Rental Property Returns,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16697290/tN_143476_NewsImage_vcsPRAsset_1090133_143476_ce98f35a-3ab0-419e-8485-04c54a2b3948_0.png,https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm,"Tue, 05 Nov 2019 10:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Denver Realtor Cory Schwab, of New Era Realty, lists the top three tips on how to boost returns on investment properties.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm"" rel=""nofollow"">https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Denver Realtor Cory Schwab, of New Era Realty, lists the top three tips on how to boost returns on investment properties.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm"" rel=""nofollow"">https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm</a></p>",https://www.prweb.com/releases/colorado_realtor_cory_schwab_shares_top_tips_on_maximizing_rental_property_returns/prweb16697290.htm,False,prweb
13,Kolmac Outpatient Recovery Centers Opens New Frederick Addiction Treatment Center,text/plain,,http://www.prweb.com/rss2/daily.xml,Kolmac Outpatient Recovery Centers Opens New Frederick Addiction Treatment Center,enclosure,text/html,//ww1.prweb.com/prfiles/2019/10/29/16685283/tN_113229_NewsImage_vcsPRAsset_531220_113229_7a3bf413-0993-49cf-8a12-c2b94f8ee58a_0.png,https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm,"Tue, 05 Nov 2019 09:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Kolmac Outpatient Recovery Centers will open a new location in Frederick. This Frederick addiction treatment center will offer an intensive outpatient (IOP) program and continuing care services.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm"" rel=""nofollow"">https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Kolmac Outpatient Recovery Centers will open a new location in Frederick. This Frederick addiction treatment center will offer an intensive outpatient (IOP) program and continuing care services.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm"" rel=""nofollow"">https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm</a></p>",https://www.prweb.com/releases/kolmac_outpatient_recovery_centers_opens_new_frederick_addiction_treatment_center/prweb16685283.htm,False,prweb
35,Architectural Jewel on Sardinia Shines Again – with Penetron Technology,text/plain,,http://www.prweb.com/rss2/daily.xml,Architectural Jewel on Sardinia Shines Again – with Penetron Technology,enclosure,text/html,//ww1.prweb.com/prfiles/2019/10/31/16690492/tN_107484_NewsImage_vcsPRAsset_2259785_107484_6e159ff5-6d3a-46af-a14a-b159ef49eca3_0.png,https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm,"Tue, 05 Nov 2019 09:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>On a hill above Portisco, Sardinia (on the Costa Esmeralda), a group of (partially underground) villas designed 40 years ago were given a new lease of life through a comprehensive renovation, completed in September 2019. Penetron crystalline technology enhanced the durability and lifespan of the existing concrete structures.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm"" rel=""nofollow"">https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>On a hill above Portisco, Sardinia (on the Costa Esmeralda), a group of (partially underground) villas designed 40 years ago were given a new lease of life through a comprehensive renovation, completed in September 2019. Penetron crystalline technology enhanced the durability and lifespan of the existing concrete structures.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm"" rel=""nofollow"">https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm</a></p>",https://www.prweb.com/releases/architectural_jewel_on_sardinia_shines_again_with_penetron_technology/prweb16690492.htm,False,prweb
12,"Ovation Fertility Promotes Matthew “Tex” VerMilyea, PhD, HCLD/CC, to Vice President of IVF Lab Operations",text/plain,,http://www.prweb.com/rss2/daily.xml,"Ovation Fertility Promotes Matthew “Tex” VerMilyea, PhD, HCLD/CC, to Vice President of IVF Lab Operations",enclosure,text/html,//ww1.prweb.com/prfiles/2019/10/29/16685398/tN_113232_NewsImage_vcsPRAsset_531220_113232_aef462b9-a9b4-4e04-9153-cdeafd6e8c8d_0.png,https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm,"Tue, 05 Nov 2019 09:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Ovation&#174; Fertility has promoted Matthew “Tex” VerMilyea, PhD, HCLD/CC, to a newly created position of vice president of IVF lab operations. In this new senior management role, Dr. VerMilyea serves as a scientific resource and operational advocate for the nationwide network of Ovation IVF labs.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm"" rel=""nofollow"">https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Ovation&#174; Fertility has promoted Matthew “Tex” VerMilyea, PhD, HCLD/CC, to a newly created position of vice president of IVF lab operations. In this new senior management role, Dr. VerMilyea serves as a scientific resource and operational advocate for the nationwide network of Ovation IVF labs.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm"" rel=""nofollow"">https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm</a></p>",https://www.prweb.com/releases/ovation_fertility_promotes_matthew_tex_vermilyea_phd_hcld_cc_to_vice_president_of_ivf_lab_operations/prweb16685398.htm,False,prweb
