Entity ID,Symbol,Name,GICS Sector Name,GICS Ind Name,Country of Primary Listing,Sec Type ,Det Sec Type Desc,Net Sales 1999,Net Sales 2000,Net Sales 2001,Net Sales 2002,Net Sales 2003,Net Sales 2004,Net Sales 2005,Net Sales 2006,Net Sales 2007,Net Sales 2008,Net Sales 2009,Net Sales 2010,Net Sales 2011,Net Sales 2012,Net Sales 2013,Net Sales 2014,Net Sales 2015,Net Sales 2016,Net Sales 2017,Net Sales 2018
0B36SS-E,*PPL,Pembina Pipeline Corporation,Energy,Oil Gas & Consumable Fuels,CANADA,SHARE,Equity,68.21479458,91.68528666,123.7548496,142.9470965,173.5818754,213.8490418,239.7616671,296.0943506,470.2751133,632.4188802,2633.005397,3589.515168,4887.688518,8354.983562,11023.49123,12282.53,7699.243357,3219.057669,18255.92039,5671.419968
05HJQ3-E,733337,Lonza Group AG,Health Care,Life Sciences Tools & Services,SWITZERLAND,SHARE,Equity,1451.442273,1007.863822,1106.346484,1630.108352,1667.098018,1755.861308,1519.325026,1823.472962,2391.70932,2712.709705,3562.611568,4255.299294,3140.913066,2853.704236,5034.062997,5975.584591,8622.652388,4194.214177,20120.69878,5662.83121
05HXPW-E,618965,China Airlines Ltd.,Industrials,Airlines,TAIWAN,SHARE,Equity; some share ownership restricted to domestic residents,1886.422446,2298.113522,2067.150868,2115.553098,2205.087957,2883.670871,3680.5369,4015.130278,4057.615142,4163.307306,1622.480153,4098.429273,2019.135876,2148.834359,1910.513882,2385.924996,1998.681201,4374.436862,2141.807138,5661.23847
0015NZ-E,SPG,"Simon Property Group, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),UNITED STATES,SHARE,Equity,1894.971,2012.737,2045.174,2185.802,2313.653,2641.751,3166.853,3385.454,3650.799,3780.599,27253.35983,35139.01523,45736.06902,57123.06361,55141.74432,66221.87874,70239.55203,5428.399,61438.2034,5649.899
05HL4J-E,598061,Givaudan SA,Materials,Chemicals,SWITZERLAND,SHARE,Equity,1483.356716,1394.32012,1420.837909,1718.812986,2018.809598,2156.603256,2228.450329,2321.436695,3443.394743,3774.887492,6793.330264,9995.374539,8837.621197,9714.25512,13227.17603,16661.62123,16816.01105,4733.209271,21338.15943,5647.504167
001H5Q-E,*CP,Canadian Pacific Railway Limited,Industrials,Road & Rail,CANADA,SHARE,Equity,NA,2329.394672,2257.972119,2211.006627,2484.607235,2908.610081,3520.887232,3903.598135,4243.756183,4621.30021,9118.1448,10999.93494,11510.1157,17568.78019,26494.01992,33033.67222,19571.08808,4703.67348,26863.59636,5644.41688
05HR4S-E,8060,Canon Marketing Japan Inc.,Information Technology,Electronic Equipment Instruments & Components,JAPAN,SHARE,Equity,6332.608022,7375.200721,6476.283276,5558.185727,6532.424035,7540.71985,7461.777033,7456.963273,7686.73181,8002.773428,2223.315516,2153.36218,1767.246814,2157.910975,2108.694266,2580.689686,2381.209776,5791.638117,4083.78612,5628.170811
05HWCN-E,676100,Anglo American Platinum Limited,Materials,Metals & Mining,SOUTH AFRICA,SHARE,Equity,1392.827051,2237.183114,2077.710198,1861.901967,2133.318953,2989.9104,3601.140109,5779.530804,6611.28763,6147.638406,25639.46246,27635.26068,17356.29443,14186.87413,10142.53644,7951.929135,3225.635881,4217.01039,7699.657173,5627.902741
05NSPW-E,657963,Union Bank of India Limited,Financials,Banks,INDIA,SHARE,Equity; some share ownership restricted to domestic residents,NA,885.3458272,947.2673476,1060.548976,1164.47727,1277.952189,1467.186706,1817.988831,2652.667424,2905.479393,2865.609181,3925.494039,1674.052739,2755.257525,1329.293673,2411.774414,1543.608784,5699.791537,1935.341956,5626.379086
0011QS-E,ACGL,Arch Capital Group Ltd.,Financials,Insurance,UNITED STATES,SHARE,Equity,348.768,120.325,73.846,719.594,2340.726,3109.246,3193.229,3484.278,3491.045,3300.821,4022.755702,4304.58876,4995.819121,6010.975565,7971.241458,7630.401031,8540.957176,4366.199,11879.43307,5624.374
062YQZ-E,680863,"Shanghai Tunnel Engineering Co., Ltd. Class A",Industrials,Construction & Engineering,CHINA,SHARE,Equity; some share ownership restricted to domestic residents,258.132449,328.4675408,472.138235,527.2171181,622.8975382,745.673471,759.33241,725.7161021,1095.548855,1749.688545,1492.399555,1221.107072,917.1930253,1896.827014,1945.661645,4186.046625,5151.715923,4329.197161,4036.339174,5620.343381
05HWKS-E,9505,Hokuriku Electric Power Company,Utilities,Electric Utilities,JAPAN,SHARE,Equity,4436.623251,4500.017101,3938.103882,3956.369342,3995.272289,4380.973444,4247.860925,4154.435808,4181.593025,5215.810726,4792.693016,5419.711888,3928.379663,2486.104903,2855.679503,2701.646624,3138.526245,5010.476294,1693.499087,5617.312328
05HWNT-E,9048,"Nagoya Railroad Co., Ltd.",Industrials,Road & Rail,JAPAN,SHARE,Equity,7641.769592,7368.770316,6432.628737,6554.019551,6934.049543,7357.283852,6540.150733,5961.190872,6220.508004,6612.06914,2556.819865,2402.197703,2371.822966,2345.047418,2541.460466,3418.327326,3861.217455,5536.825087,4652.320306,5614.038952
05HXFK-E,632450,Evergreen Marine Corp. (Taiwan) Ltd.,Industrials,Marine,TAIWAN,SHARE,Equity; some share ownership restricted to domestic residents,1633.467123,1937.507072,1610.193321,1981.155569,3108.576085,3912.527274,4375.992795,4614.452734,4411.576431,4091.04592,1709.157286,3185.719798,1755.140818,2076.181149,2122.037085,2464.96423,1416.833145,3859.180006,2204.480149,5612.503529
05J2HV-E,BDT88L,Rubis SCA,Utilities,Gas Utilities,FRANCE,SHARE,Equity,250.0155635,345.1726926,336.528711,367.4199775,448.3965343,317.3950965,434.9443664,914.3821638,1166.048276,1744.658415,957.9848793,1644.959677,1594.476106,2212.911068,2364.103843,2223.510238,3275.466127,3322.883771,6647.967881,5608.204713
05HWMC-E,4118,Kaneka Corporation,Materials,Chemicals,JAPAN,SHARE,Equity,3176.994552,3321.822288,2845.576372,3053.922772,3542.08668,4074.830844,4102.061105,4047.277096,4400.835053,4469.977631,2221.923812,2429.566511,1865.089621,1760.828155,2297.702224,1891.655251,3680.535407,5062.652209,3197.070529,5600.296182
05P74Z-E,672681,Jindal Steel & Power Ltd.,Materials,Metals & Mining,INDIA,SHARE,Equity; some share ownership restricted to domestic residents,68.71340385,109.5719817,120.1478618,203.2401499,308.3065962,502.0470318,585.6266946,773.633621,1359.239273,2357.908636,14080.2377,14896.30315,7973.379177,7635.300585,3908.019489,2200.929081,1329.009045,3076.682247,2938.141321,5598.629197
05HWD7-E,626167,Hindustan Unilever Limited,Consumer Staples,Household Products,INDIA,SHARE,Equity; some share ownership restricted to domestic residents,2543.259178,2561.516711,2443.551524,2182.585757,2322.403648,2337.704596,2620.566385,2735.829134,3359.768102,4448.218145,12410.80217,15241.83053,16594.9327,20697.94992,19962.07235,26028.34563,28206.16305,4945.339766,46394.15664,5595.580987
05HWJQ-E,726829,Public Power Corporation S.A.,Utilities,Electric Utilities,GREECE,SHARE,Equity,2830.116812,2641.395493,2765.501984,3225.641483,4404.774717,5087.371943,5329.80747,6009.150505,7055.110439,8521.09991,4327.205968,3342.713161,1144.448984,1801.567176,3452.591489,1515.950649,977.8438443,5674.787427,543.2419281,5593.945078
06QC6V-E,762222,Unione di Banche Italiane SpA,Financials,Banks,ITALY,SHARE,Equity,1733.298541,2007.345549,3701.977741,3606.035858,4085.132596,5658.583233,5229.778713,5458.082352,10166.34558,11679.66658,9206.826363,5616.272587,3706.127392,4168.154474,6133.297654,6503.31856,6073.330476,4657.588178,5009.813893,5590.524983
0B87VF-E,BK9S75,Momentum Metropolitan Holdings Limited,Financials,Insurance,SOUTH AFRICA,SHARE,Equity,NA,1914.787993,1189.527409,575.0625734,1700.782719,1835.349058,2839.402738,3035.083958,0,848.9105728,1007.226026,3777.157204,3185.54134,4102.804191,3791.958865,4073.645657,2231.803981,4376.493356,2673.554251,5589.725808
05HWQH-E,1963,JGC Holdings Corporation,Industrials,Construction & Engineering,JAPAN,SHARE,Equity,2519.921906,2294.400313,2682.850826,3101.454069,3627.971592,4048.753788,4861.769784,5205.075309,4821.644649,4483.161324,4747.239609,5643.875054,6222.118226,8017.413249,10166.91166,5384.377067,4011.933934,6401.033713,5010.885926,5584.046528
05HXGQ-E,9076,"Seino Holdings Co., Ltd.",Industrials,Road & Rail,JAPAN,SHARE,Equity,3181.152216,3188.493271,3351.782946,3358.511923,3696.493681,3943.022161,3777.030785,3844.686573,3954.677484,4312.697971,1316.193867,1428.830675,1611.448195,1311.43427,2179.447115,2109.795888,2185.648649,5241.038434,3300.015974,5576.787387
00147D-E,PDCO,"Patterson Companies, Inc.",Health Care,Health Care Providers & Services,UNITED STATES,SHARE,Equity,1040.348,1156.455,1415.515,1656.956,1969.349,2421.457,2615.123,2798.398,2998.729,3094.227,3426.682613,3760.046923,3271.583464,3718.541862,4347.959562,4959.927387,4495.230223,5593.127,3425.991131,5574.523
000CGK-E,AVP,"Avon Products, Inc.",Consumer Staples,Personal Products,UNITED STATES,SHARE,Equity,5289.1,5673.7,5952,6170.6,6773.7,7656.2,8149.6,8763.9,9938.7,10690.1,13452.26399,12471.97036,7525.638848,6205.845989,7469.502097,4081.420044,1763.609093,5717.7,945.9957115,5571.3
05HZMF-E,B03MS9,Eregli Demir ye celik Fabrikalari T.A.S.,Materials,Metals & Mining,TURKEY,SHARE,Equity,979.0093748,970.6173282,746.2273914,879.7421518,1836.181168,3068.735163,3099.728336,3408.233915,4176.975579,5219.853907,4803.285223,5302.058909,3733.983061,4241.889385,4202.931928,6677.360421,3645.271023,3848.054704,9249.393845,5569.914648
05HWM8-E,9001,"Tobu Railway Co., Ltd.",Industrials,Road & Rail,JAPAN,SHARE,Equity,5878.398967,6070.937488,5476.826218,5623.623528,5882.439463,5929.56732,5710.435524,5573.416273,5439.655698,5984.203247,4473.453858,4827.750101,5493.728227,5684.636369,5218.835432,4646.816433,5346.633691,5253.486776,6950.675188,5568.734701
000HNN-E,ASNA,"Ascena Retail Group, Inc.",Consumer Discretionary,Specialty Retail,UNITED STATES,SHARE,Equity,615.975,656.174,695.008,717.136,707.121,754.903,1000.264,1300.277,1426.607,1444.165,1688.941237,2081.209141,2276.819462,2908.877213,3405.426821,2042.268602,1930.245519,6995.4,460.6939655,5566.4
000VLT-E,RPM,RPM International Inc.,Materials,Chemicals,UNITED STATES,SHARE,Equity,1954.131,2007.762,1986.126,2083.489,2341.572,2555.735,3008.338,3338.764,3643.791,3368.167,2625.070602,2848.689914,3216.958313,3884.034284,5518.547031,6768.567733,5862.007174,4958.175,7000.00943,5564.551
003B3F-E,645553,ICL-Israel Chemicals Ltd.,Materials,Chemicals,ISRAEL,SHARE,Equity,1874.984,1839.206,1858.781,1980.907,2270.906,2714.955,2986.001,3258.161,4103.179,6904.049,16704.26157,21793.03,13126.75866,15222.531,10607.18323,9239.198488,5181.008268,5363,5192.102982,5556
001K98-E,688967,Israel Corporation Ltd.,Materials,Chemicals,ISRAEL,SHARE,Equity,2713.278322,2734.258677,1993.38273,2014.416278,2247.911644,5244.419555,5933.667134,6318.951049,10910,19802,5599.069529,9358.152936,4791.723005,5024.192916,4052.174872,3671.73023,1397.023185,5363,1305.89991,5556
05G9FK-E,485283,Storebrand ASA,Financials,Insurance,NORWAY,SHARE,Equity,2754.841337,2460.842712,1924.329335,1986.875054,2994.506061,4494.104923,4905.989183,5028.667422,6345.101845,8311.949943,3081.019778,3378.678197,2344.556808,2168.201439,2810.615835,1752.221575,1776.491835,6156.779052,3826.313258,5539.928047
05HXPV-E,B03MP1,Arcelik A.S.,Consumer Discretionary,Household Durables,TURKEY,SHARE,Equity,1349.489738,1383.864378,978.096585,1267.216306,2223.228756,3432.571871,3788.632021,4837.929529,5072.372644,5253.275192,2637.186,3424.743374,2189.694265,4429.887249,3821.316095,4335.760171,3234.124213,5314.576237,3835.233527,5534.131247
05J0BV-E,B1JQBT,Pendragon PLC,Consumer Discretionary,Specialty Retail,UNITED KINGDOM,SHARE,Equity,2837.010024,2160.331843,2230.140228,2814.480108,3008.416087,5802.049088,5968.300363,9311.676106,10054.37264,7631.017641,243.6587223,210.5573843,167.6767206,408.6793642,816.3362881,737.4928585,1006.23138,6121.774052,549.3139313,5531.761615
05HZC7-E,207503,Banco de Bogota SA,Financials,Banks,COLOMBIA,SHARE,Equity,614.1390935,365.0971431,574.8356439,334.9095899,337.1561321,418.3144606,317.3408401,994.4554395,1295.517122,3124.959079,3941.344107,7184.11631,7222.868374,8813.316744,11378.9742,9214.240358,6209.226901,5069.57453,7488.083001,5528.720284
05HXPY-E,BVGH0K,Axfood AB,Consumer Staples,Food & Staples Retailing,SWEDEN,SHARE,Equity,645.2801796,3295.988595,3134.940665,3408.44598,4162.884317,3900.633955,3755.542696,3906.996085,4319.45619,4801.312283,1539.471233,1962.801689,1940.951319,1975.971159,2636.209775,3126.646701,3654.427988,5063.780921,4052.58759,5526.538639
05HT27-E,5202,"Nippon Sheet Glass Company, Limited",Industrials,Building Products,JAPAN,SHARE,Equity,2430.428849,2779.806918,2295.547379,2297.810907,2381.848337,2465.133112,2349.053053,5829.637473,7573.654011,7351.101597,1905.913262,2439.77128,1691.075286,1180.839202,1177.741079,859.1251602,736.0903974,5363.453291,821.9079311,5525.865193
05HJ3T-E,320898,Next plc,Consumer Discretionary,Multiline Retail,UNITED KINGDOM,SHARE,Equity,2304.194755,2356.626939,2687.466662,3339.414027,4149.03645,5247.328393,5616.806024,6096.563433,6665.604208,5835.106363,6629.805655,5668.588666,7278.489669,9720.779027,13994.08888,16256.70199,16425.8516,5461.426982,8937.682013,5524.127137
003JS9-E,*ECA,Encana Corporation,Energy,Oil Gas & Consumable Fuels,CANADA,SHARE,Equity,2607.153495,4857.859314,6520.72024,6375.295181,10216,10259,14573,16399,22685,21053,24411.58212,21526.71659,13642.26217,14521.26977,13361.91667,10346.28701,4255.237821,3193,13024.56049,5524
06FMKM-E,HST,"Host Hotels & Resorts, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),UNITED STATES,SHARE,Equity,1295,1436,3790,3536,3438,3574,3766,4888,5432,5290,7209.014337,11900.25897,10431.07663,11356.83256,14702.14231,18001.47226,11529.71321,5430,14690.74733,5524
05HXNC-E,666593,"AmorePacific Group, Inc.",Consumer Staples,Personal Products,SOUTH KOREA,SHARE,Equity,649.1921613,810.2481006,858.8173198,1022.370096,1122.15814,1110.555972,1319.212931,816.3120009,1769.487871,1731.774133,1133.13014,1622.673911,1835.767363,3699.138172,3753.176535,7526.802371,10543.33204,5772.815001,11213.12243,5523.016507
000NH4-E,KELYA,"Kelly Services, Inc. Class A",Industrials,Professional Services,UNITED STATES,SHARE,Equity,4269.113,4487.291,4256.892,4323.47,4325.155,4984.051,5251.712,5546.778,5667.589,5517.29,417.4062978,695.1741052,504.2984794,584.253272,928.999847,641.0585702,614.2528808,5276.8,1048.915141,5513.9
001MPG-E,BAP,Credicorp Ltd.,Financials,Banks,UNITED STATES,SHARE,Equity,1200.495,1002.031,940.378,769.208,811.975,801.326,883.686,1149.17,1631.877,2357.61,6143.115097,9484.262146,8731.327531,11695.48825,10586.54474,12775.95656,7735.188436,4968.015493,16483.83982,5506.81263
00148D-E,RUSHA,"Rush Enterprises, Inc. Class A",Industrials,Trading Companies & Distributors,UNITED STATES,SHARE,Equity,808.355,897.428,784.278,757.147,815.332,1094.979,1864.77,2350.523,2030.779,1654.956,426.596855,738.5798016,752.2446514,763.860888,1124.494516,1239.873329,883.7783063,4214.614,2001.769617,5506.19
002ZV7-E,67760,Pearson PLC,Communication Services,Media,UNITED KINGDOM,SHARE,Equity,5388.832427,5859.685813,6082.167904,6482.854152,6612.729253,6768.629957,6919.557858,7344.783565,8329.113459,8820.110002,11665.03955,12823.50487,15337.23794,15777.67907,18179.27586,15212.84902,8906.856062,6142.013552,7992.625502,5505.626888
05HYKJ-E,9843,"Nitori Holdings Co., Ltd.",Consumer Discretionary,Specialty Retail,JAPAN,SHARE,Equity,434.7759891,578.8602474,634.1168779,718.3411877,955.3412959,1201.066166,1397.876445,1617.640767,1879.326964,2420.405786,4259.591648,5009.239497,5369.651449,4189.136162,5427.9128,6185.360774,9732.382153,4737.792136,16320.76899,5504.469348
0761FD-E,*TRI,Thomson Reuters Corporation,Industrials,Professional Services,CANADA,SHARE,Equity,5751.998792,6514,7237,7756,7606,8057,6173,6591,7296,11707,26860.67557,31195.1779,22129.98735,23888.75825,31018.11781,32211.75883,28965.93036,11166,31115.66635,5501
0GHP96-E,8028,"FamilyMart Co., Ltd.",Consumer Staples,Food & Staples Retailing,JAPAN,SHARE,Equity,1309.014965,1611.426504,1575.020001,1769.963408,2011.005855,2346.535492,2465.148574,2547.575081,2763.582791,2849.726245,2880.285781,3685.474185,3948.460401,4016.232732,4465.700523,3707.06269,4579.848667,7513.127996,8886.171697,5487.597439
05HSK3-E,506472,PUMA SE,Consumer Discretionary,Textiles Apparel & Luxury Goods,GERMANY,SHARE,Equity,396.6103132,425.8748319,535.027736,857.8982399,1439.839528,1901.142996,2207.886712,2973.820958,3248.886072,3693.487281,5016.916959,5018.002302,4405.342726,4471.079741,4883.977235,3149.130103,3254.697722,4011.845538,6574.301563,5483.830775
05J0SB-E,7550,"Zensho Holdings Co., Ltd.",Consumer Discretionary,Hotels Restaurants & Leisure,JAPAN,SHARE,Equity,156.3806765,313.4201667,481.1433262,609.159655,992.1744472,1166.195209,1318.65658,1749.976686,2471.781705,3083.950002,820.7247939,1207.939026,1636.911807,1396.365045,1300.812463,1225.784313,1880.121474,5023.921981,2573.045376,5479.785431
05HZR8-E,B06KZ9,Woolworths Holdings Limited,Consumer Discretionary,Multiline Retail,SOUTH AFRICA,SHARE,Equity,970.5473563,1003.176298,922.8203826,832.5040731,1049.772305,1547.545929,1965.995478,2214.056628,2413.311757,2750.938976,2019.490208,3466.527375,4035.444189,7035.030101,6036.806592,6763.173273,6737.45158,4616.213327,5528.922922,5477.977918
05HHCX-E,559699,UCB S.A.,Health Care,Pharmaceuticals,BELGIUM,SHARE,Equity,1960.18025,2029.987679,2214.390855,2370.64855,3352.077682,2079.666324,2537.672323,2732.571427,4363.787148,4429.199747,7687.285875,6314.65059,7738.528911,10448.37054,13684.07114,14874.85155,17585.79235,4587.399963,15457.15941,5464.600854
05HWL9-E,3405,"Kuraray Co., Ltd.",Materials,Chemicals,JAPAN,SHARE,Equity,2841.606613,2836.316211,2447.693444,2645.829586,2939.370175,3301.487491,3313.666005,3295.540945,3653.896707,3746.08753,4470.409218,5494.768901,5448.864664,4981.455934,4564.274742,4400.401009,4342.3189,4465.27639,6697.204078,5459.803129
008T3W-E,UFS,Domtar Corporation,Materials,Paper & Forest Products,UNITED STATES,SHARE,Equity,3079.117688,2422.231158,2826.42033,3496.191244,2854,3930.554164,3504.95935,3306,5947,6394,2352.163367,3188.894037,2967.679728,2919.099582,3027.347371,2592.983528,2322.307492,5098,3104.606921,5455
05ZVHL-E,681795,"Shenergy Co., Ltd. Class A",Utilities,Independent Power and Renewable Electricity Producers,CHINA,SHARE,Equity; some share ownership restricted to domestic residents,138.2910131,172.010324,240.1926815,338.0975721,444.722168,688.0105758,966.044633,1112.130409,1085.36177,1858.582136,4816.758163,3650.196059,3448.533926,3354.763219,3421.228825,4739.872563,5292.579259,4155.060783,4096.275539,5452.45731
06Q1FT-E,87823,Taylor Wimpey plc,Consumer Discretionary,Household Durables,UNITED KINGDOM,SHARE,Equity,2432.414157,2203.961848,3078.368721,3314.359185,4360.676746,6064.480006,6317.912478,6575.514129,8290.689869,6357.409157,2008.195931,1577.286987,1865.710593,3452.874059,5976.018808,6990.538366,9752.823993,4960.296621,9139.75362,5442.95688
05HZX6-E,7222,"Nissan Shatai Co., Ltd.",Consumer Discretionary,Automobiles,JAPAN,SHARE,Equity,4485.832759,4242.573816,3705.019183,4660.897362,5139.970817,5414.631505,5656.199016,4856.578552,5361.468096,4628.012918,1398.511952,1374.550803,1528.662492,1971.29292,2287.422046,1933.119186,1717.552428,5225.182496,1607.990522,5436.528167
00619Q-E,BDTYKJ,"San Miguel Food & Beverage, Inc.",Consumer Staples,Food Products,PHILIPPINES,SHARE,Equity,271.9845249,285.8518585,310.1234758,612.0857777,673.1132419,808.6544122,915.8895921,1032.767445,1345.464657,1596.801773,112.6217264,3043.45308,3420.37158,990.3628251,893.7480122,774.9792469,456.9133215,2349.787783,1766.163893,5436.021821
06CPNR-E,AMTD,TD Ameritrade Holding Corporation,Financials,Capital Markets,UNITED STATES,SHARE,Equity,315.248578,654.451,498.677,443.053,731.065,921.974,1144.552,2139.351,2632.413,2786.972,11386.97022,10945.75983,8594.510023,9167.501063,16866.92133,19458.02115,18627.39938,3329,29001.95771,5436
05HG9M-E,BDJ0CR,Banca Monte dei Paschi di Siena S.p.A.,Financials,Banks,ITALY,SHARE,Equity,6866.578835,7270.083222,7617.522184,7200.443887,7987.623044,13550.85482,8531.403438,10365.71034,13748.00875,17790.92626,11798.71197,7645.333001,3775.207242,3475.992807,2823.339823,2909.881918,3924.065855,6554.479721,5359.285302,5434.416957
0748QX-E,632088,"Beijing Capital Development Co., Ltd. Class A",Real Estate,Real Estate Management & Development,CHINA,SHARE,Equity; some share ownership restricted to domestic residents,19.09344233,42.39485562,33.06281396,149.4886365,48.10770152,99.52435243,55.90259624,580.0203316,953.3519632,840.0118281,2334.387476,2939.934394,2277.396202,3147.542495,1862.819594,3642.728135,4315.811893,4526.812899,3680.000026,5429.784928
05J0BW-E,627611,"Dongkuk Steel Mill Co., Ltd",Materials,Metals & Mining,SOUTH KOREA,SHARE,Equity,2202.53084,2677.642313,2263.373892,2332.70036,3025.273764,4233.849132,4981.243215,5208.765157,6087.403342,7672.991504,1433.483634,1912.09139,1100.17182,791.1569076,770.3505256,473.5571239,467.6232158,4315.314136,980.5800757,5420.111934
05HWRW-E,B011GL,Imerys SA,Materials,Construction Materials,FRANCE,SHARE,Equity,424.2030993,2582.948901,2592.620554,2699.361275,3084.400912,3566.118389,3782.535368,4127.224672,4656.577008,5046.975807,4543.426628,5048.184299,3486.99313,4761.300469,6560.808215,5628.30124,5593.266421,4607.532752,7504.112859,5415.051365
05JC30-E,616003,EBOS Group Limited,Health Care,Health Care Providers & Services,NEW ZEALAND,SHARE,Equity,38.19927825,40.62698872,45.25156106,88.74496476,115.9973375,142.5198546,195.256257,200.2353856,209.9706798,835.6118301,214.1473525,296.2765674,266.2513026,360.6071336,1178.460144,1152.802192,1424.359372,4740.297076,2012.414115,5413.597543
000DRH-E,CINF,Cincinnati Financial Corporation,Financials,Insurance,UNITED STATES,SHARE,Equity,2128.223,2330.994,2561,2941,3261,3620,3768,4551,4275,4334,4269.274308,5157.103687,4936.926032,6370.783917,8579.828963,8473.687284,9695.122836,5451,12300.47851,5412
000PLG-E,MKC,"McCormick & Company, Incorporated",Consumer Staples,Food Products,UNITED STATES,SHARE,Equity,2006.9,2123.5,2372.3,2320,2269.6,2526.2,2592,2716.4,2916.2,3176.6,4730.635043,6198.999719,6688.972207,8414.788089,9099.003699,9595.760674,10954.87811,4411.5,13346.90162,5408.9
05HWJV-E,4543,Terumo Corporation,Health Care,Health Care Equipment & Supplies,JAPAN,SHARE,Equity,1537.159547,1591.999467,1497.148655,1645.834749,1904.379555,2139.779266,2182.606431,2364.531211,2680.751547,3010.037808,12684.96688,11882.1827,8946.138301,7477.50275,9159.343816,8732.638746,11933.12028,4748.137635,18001.96211,5405.859426
003NXF-E,*FTT,Finning International Inc.,Industrials,Trading Companies & Distributors,CANADA,SHARE,Equity,1501.056003,1656.132896,2096.757676,2042.620122,2566.012346,3198.162441,3748.844936,4279.153143,5275.11042,5614.440265,2715.832211,4668.809376,3742.316861,4242.06963,4395.080087,3754.711845,2276.146903,4247.797552,4256.624334,5397.531505
06T55B-E,639193,Hisense Home Appliances Group Co. Ltd. Class H,Consumer Discretionary,Household Durables,HONG KONG,SHARE,Equity,679.0958733,467.4210342,529.3684373,589.4200055,745.2060443,957.2566424,851.7889385,823.3635184,1159.674835,1242.70919,888.3680295,1346.93447,622.2863212,1172.273071,2418.635164,1615.806632,1570.352862,3989.943772,2473.179828,5396.387814
05HZKS-E,B00LR0,Hanon Systems,Consumer Discretionary,Auto Components,SOUTH KOREA,SHARE,Equity,532.3730805,753.008503,756.739761,853.5883585,993.2357365,1219.296167,1397.61527,1663.583746,2105.458312,1968.552856,1233.106781,1881.399187,2020.284706,2363.414142,3919.979213,4701.072505,4725.464778,4916.191237,6930.848155,5395.263839
000WP1-E,SON,Sonoco Products Company,Materials,Containers & Packaging,UNITED STATES,SHARE,Equity,2546.734,2711.493,2606.276,2812.15,2758.326,3155.433,3528.574,3656.839,4039.992,4122.385,2925.380264,3405.821321,3295.406703,2995.029804,4253.43771,4425.062171,4125.336097,4791.646,5282.169131,5391.141
05J11V-E,658045,"Mercuries & Associates, Holding Ltd.",Financials,Insurance,TAIWAN,SHARE,Equity,675.1215113,756.1208536,774.2867115,600.3475421,615.308605,637.5262525,1250.567148,1352.588329,1134.570235,1306.741826,296.3872925,485.1179307,576.8506305,577.7576734,482.3990571,434.4530145,436.6373447,6067.268816,649.4920902,5378.505896
002XXL-E,TROW,T. Rowe Price Group,Financials,Capital Markets,UNITED STATES,SHARE,Equity,1036.379,1210.433,1025.411,917.556,1001.03,1289.845,1515.815,1819.3,2233.1,2116.8,13711.98225,16550.31498,14387.84816,16596.07096,21856.2614,22271.05388,17950.7811,4296.7,25425.58812,5372.6
000DLW-E,CERN,Cerner Corporation,Health Care,Health Care Technology,UNITED STATES,SHARE,Equity,340.197,404.504,542.605,751.852,809.144,926.356,1160.785,1378.038,1519.877,1676.028,6729.742591,7849.492742,10376.11786,13297.92565,19133.48022,22079.57979,20584.45788,4796.473,22401.44722,5366.325
062M4D-E,648610,CNPC Capital Co Ltd Class A,Industrials,Machinery,CHINA,SHARE,Equity; some share ownership restricted to domestic residents,28.07131523,27.51977709,27.88416556,32.00715496,39.54293829,80.64623411,98.05340379,103.7783744,132.5370218,180.9613969,661.2516551,852.620869,426.6946241,380.2903286,339.1251621,445.8618511,688.56019,4455.577755,20800.19163,5361.816
0F1CN6-E,CCI,Crown Castle International Corp,Real Estate,Equity Real Estate Investment Trusts (REITs),UNITED STATES,SHARE,Equity,345.759,649.165,898.951,901.533,930.348,604.202,676.759,788.221,1385.486,1526.504,11368.68226,12743.83654,12745.42068,21154.35427,24530.76074,26274.62372,28854.50159,3908.625,45100.58794,5354
000PZP-E,MCHP,Microchip Technology Incorporated,Information Technology,Semiconductors & Semiconductor Equipment,UNITED STATES,SHARE,Equity,495.729,715.73,571.254,651.462,699.26,846.936,927.893,1039.671,1035.737,903.297,5333.347322,6391.249044,7001.128613,6342.17684,8876.967831,9065.576537,9453.297788,3407.807,20555.57065,5349.5
003Q0B-E,646645,JG Summit Holdings Inc.,Industrials,Industrial Conglomerates,PHILIPPINES,SHARE,Equity; some share ownership restricted to domestic residents,662.45968,680.2169246,776.4283363,832.8477012,903.7535199,1000.335212,1043.789604,1257.216786,1642.390358,2190.078066,970.3972113,3040.971239,3898.058672,6538.546376,6095.031267,10353.42652,11157.92767,4892.373039,10345.36992,5347.742121
0HD8XZ-E,KNX,Knight-Swift Transportation Holdings Inc. Class A,Industrials,Road & Rail,UNITED STATES,SHARE,Equity,151.49,216.859,250.819,285.79,340.069,442.288,566.813,664.407,713.583,766.935,1606.162635,1589.559059,1241.268594,1166.523068,1468.722236,2731.441756,1960.715735,1118.034,7779.258937,5344.066
